credit_score,income_level,debt_ratio,employment_years,payment_history,credit_utilization,account_age,loan_amount,credit_score_alt,income_score,inquiry_count,address_changes,financial_health,random_noise_1,random_noise_2,transaction_volume,spending_pattern,risk_interaction,target
-3.345235759,4.273195294,-3.439366902,-0.226344102,0.896337852,-1.76311286,-1.472739089,-2.135677538,1.046038084,-1.647222902,2.379025224,-2.828496673,-0.943578401,-1.690671628,1.103845819,0.935415798,-2.491955282,6.620794957,1
2.096776325,-1.2356181,-1.548279266,,-1.522296619,-0.712972168,1.372403444,1.369112147,-0.61802217,0.341980552,-1.706723248,,,-0.978499546,1.222707888,1.200142964,-2.41013272,3.156098642,1
-1.954330193,0.515342709,-1.589875701,-2.389323351,0.998190553,1.824704425,2.64755246,-2.703214451,-3.016025844,0.850904323,3.349550062,0.268391555,-1.434908999,2.755217744,-0.713053047,1.99338627,2.657909798,3.050094932,1
-0.522624132,0.750961226,-1.777258039,-5.794591861,1.174275593,,4.429409479,2.279303567,-1.183498379,0.119100434,-2.778131699,-2.503592699,0.43783596,-0.305610614,-0.73937215,3.446702151,,2.019989554,1
-1.501041787,1.044726125,-0.090575838,-2.582907974,-1.329155647,-3.389186154,-1.628247593,0.306032448,-0.721599976,-0.393031654,-0.077677643,-0.436576339,-0.581770651,,-1.248238453,1.545982308,3.167570295,-1.58845908,1
-3.542135676,2.468793037,-1.862167041,-6.824002927,-0.772266031,1.522264653,0.111832548,2.859158586,1.047869967,2.057589688,1.03247581,-1.23388153,-1.201264286,,0.838578804,2.269951905,-1.870118266,0.921549167,1
-1.157399578,3.190955515,-4.994940719,-6.401476373,0.730102296,-0.3801774,0.497543182,2.061596295,-1.375132446,0.370188706,0.571487802,0.694514119,,-2.090302899,1.73858413,0.604218875,2.416336054,31.86647704,1
1.733189489,,-0.045118739,-2.533349686,-2.298587836,-1.653365579,-0.88716407,-0.132369603,-2.782979908,1.40108607,-0.93404928,2.292810803,0.184559305,-0.170258247,-0.378098313,0.593318016,-2.314560803,-2.03894728,0
2.78125934,-1.159386159,-1.9220525,-0.495510855,0.441611251,-0.122315329,1.497160957,-0.322515161,-1.920817213,0.569420984,-0.312183376,-3.495310445,1.630560544,-0.26560456,-0.289716678,1.262312522,-1.972636252,,0
0.254422245,-0.120683846,-0.766368507,-2.198813285,,-0.645202602,0.891273477,1.493842941,1.202276532,1.645966191,-0.739501402,0.087046942,-0.641962788,-0.399878239,1.760139068,0.10584922,1.759571212,0.654434142,0
-0.132369649,0.961155474,,-2.136825972,0.745008708,0.526647525,0.127487376,1.566663237,-0.279382475,0.342836465,-0.884047135,-0.408239032,0.688130016,-0.114640836,0.606669424,0.685431075,2.213580627,1.306179188,0
-1.600047802,0.591905024,0.327240319,-3.097006195,-0.276259549,-3.083860907,0.382951844,0.902756314,,1.221222953,1.424403146,,,0.264268272,0.523482846,1.483762484,-2.876581415,-3.18407936,1
0.139946275,0.433129668,-1.427365593,1.4730247,1.488312639,-1.703820098,0.719779468,-2.524876481,0.850375796,1.421337375,0.535523229,0.263753931,-0.104886862,-0.150116951,-1.429099807,0.086195762,0.300778339,-2.58402432,0
0.988921744,-1.665868584,0.164500496,-1.827852784,-1.665120893,0.434092815,0.24341202,0.262106129,-0.996553306,1.672549928,-1.039364393,-1.473544797,-0.395588105,-1.264006168,0.814473683,0.711185358,1.44798992,-0.897323846,0
2.06521327,-1.037361811,0.267568664,,2.58200337,-0.842978912,1.328185682,0.290720292,2.618703335,3.583885121,1.349399813,-0.694297084,1.327101146,0.486184792,-1.114963609,1.292804357,,-0.965974449,0
1.00857377,,1.862196811,-0.111705251,0.189397216,3.759953601,-0.560361948,3.957199512,1.870169829,0.879714219,0.460949281,-1.552846542,0.006243416,-1.949371755,-1.360824223,1.451397221,-2.498137413,2.465022159,0
1.635966293,-1.267074252,0.90592852,4.304647968,3.456517495,-1.294523041,1.150280929,-3.144278172,1.36949307,3.361502356,1.219293178,1.816812849,,-2.050357457,-0.416125892,3.171335055,-1.597963003,-2.021241496,0
-1.60640588,2.894350741,-2.758724741,-1.031290068,2.584178677,3.457856634,-0.177011804,0.294774217,0.923025904,0.943357874,0.944443263,-0.081639032,0.535091131,0.739180495,-0.702951268,1.665912656,-1.030327425,6.907384088,0
0.80179437,1.147172186,-4.469054599,-6.118528063,-0.052067826,1.043777084,,1.459668614,-3.070579288,1.689120944,-1.093492516,3.542143234,1.04151136,0.507020272,-0.265919633,1.247416018,1.544545201,26.0585276,1
,-0.479468533,-0.692455777,0.249748079,0.989630359,1.802167724,2.656096292,-3.204749703,-2.011981119,0.635234,-0.69027156,0.010810535,-0.94905303,-0.057395365,-1.729177961,3.351808006,-1.88502779,-0.135205514,1
0.554042236,0.780277382,-1.962523078,0.012319688,0.801166225,-0.68543234,-0.363548255,-0.530977294,0.925188533,1.306994216,1.120940408,-1.39513218,0.709523787,-1.395448505,1.150579568,2.194361941,-1.773495342,1.99422354,0
-0.681533076,0.483665926,-1.628832852,-1.960778471,0.306828346,,,,-0.903509665,0.843983858,1.065555398,-2.604685907,-0.523179281,-0.707910941,1.353223553,0.814785404,-1.831645113,3.682883126,1
2.105097405,-2.477330954,-0.95071023,-0.134595216,-0.283129886,-1.017230289,4.262877521,-1.258016635,0.169229437,1.887386076,-0.031352391,-3.365651417,0.602372481,-0.262746748,-2.336810969,0.41068734,2.081138371,0.122251007,0
-2.387287488,1.966418515,-0.702990898,1.070561803,0.363145505,-0.811708379,-0.968579245,-2.207270842,0.457296841,-1.12949848,0.175991075,-2.971444697,-0.327393797,-1.595893969,1.174149367,1.765688524,-1.599127993,-1.257221736,0
4.472996812,-3.244994345,-0.852408476,0.237843402,-2.543562404,0.232304925,1.536764679,1.16959228,-0.46945585,-0.0377615,2.066497344,0.600827972,1.545402209,-0.739028658,-0.972634356,1.591055146,-0.534530919,0.468391961,0
3.429139994,,-4.000338499,-4.393510177,0.994424716,-1.729543557,1.728891877,2.324101844,-2.677478314,0.96689637,-0.887357083,0.795705042,2.137659965,0.652330338,1.028370644,2.216826735,-1.906670599,18.93233098,1
-1.804279983,3.766887594,-4.853812952,-4.3060605,,-2.67719935,-0.369218764,-0.598032423,-2.205453848,-0.877565941,0.970646072,-2.726143264,0.952543486,1.427305364,-0.082135791,2.150099878,2.171924888,26.82580066,1
,0.095849565,1.359816582,0.129427071,-1.429076872,-2.30841356,-0.350860909,0.597114918,3.078152517,0.260917343,-0.153288979,1.731068965,-0.817829398,-0.419434753,0.034530677,1.771130546,-2.160501797,2.615865711,1
0.187751222,-0.886403291,-0.333257574,-2.853203132,-2.131250097,-1.406496351,0.228171079,0.854856853,0.219560449,1.570453149,-0.176521805,-0.749509893,-0.596472821,0.756488354,-0.222117179,4.616632324,0.959305411,-1.919855057,0
0.449176667,1.437852937,-1.372749048,0.745028442,1.008195113,-2.84154839,-0.671780643,0.012676355,-0.059745235,-1.825809443,1.798165278,0.384227422,0.979489349,-1.914060071,1.454555045,1.523867393,-1.022029967,0.326864072,0
1.293197966,0.087320412,-1.271013056,2.128422891,2.741690875,-0.492728925,1.118244514,-1.254595444,2.237847977,2.710941322,1.238124523,2.781997131,1.436661059,0.659451241,-1.487505615,0.368317775,-1.487978705,-3.549546775,0
1.204092019,,-3.743236359,-5.517267659,-1.891433751,-2.272844327,2.651395053,3.151706074,0.396375574,0.159183998,1.370264454,1.734310769,0.500114004,-0.803948415,0.729408406,2.557049145,3.934069311,18.78079597,1
1.129484845,0.547528792,-1.176747116,-3.538246673,0.91798252,1.395889435,,3.973605278,0.315332042,1.821677784,1.958218211,-0.603355166,0.788263594,0.307345617,1.321596198,0.683224419,-2.52890969,1.427409445,0
-2.561272304,2.977187752,-1.833000443,-0.993510951,0.122865965,-1.529413965,-1.620346962,-0.472366489,1.035632287,-0.95712782,0.031505762,-1.724146006,-0.22095447,-0.247752418,0.859608097,2.159621658,1.359859761,3.76941049,0
0.763452806,-1.82338369,1.992713835,3.741630352,1.624212457,-1.107031196,1.305942291,-2.728310342,1.779048483,2.749737288,1.022929457,-3.993267722,,1.32041401,2.789638697,3.626156784,2.013360694,,0
-1.600987119,1.574236416,-1.217925947,-2.257631263,-0.880592846,-2.796743919,-0.269696757,0.867169246,1.637533112,-0.095223313,-0.315400135,-1.174475975,,-0.874435648,-0.634736115,1.997344286,1.95789365,2.956672145,1
-0.748007501,0.633719093,-1.106356468,-4.140640043,-0.782805245,1.005962207,-1.111264664,1.438053082,,2.159497824,,-0.50003443,0.141240494,0.627606298,1.148765787,1.516526402,1.116683635,-0.245102061,0
0.593176869,-2.242885411,-0.564404628,-3.764976309,-3.51410932,-2.257087684,,-1.230010847,-3.304497343,0.648397725,-0.195214582,-1.896923149,0.154764174,,-0.127308762,1.158436126,-1.105329491,-1.851157431,1
1.09612862,0.12465252,-3.165171669,-1.985813423,0.192090191,0.614394262,1.770407921,-0.400509178,-1.332870948,0.63737846,0.145493947,-0.356262541,0.766377618,-0.158305478,1.480087292,0.933522618,-3.135507485,10.23419822,0
2.792349176,-2.530940649,-0.479565364,,-0.945331152,-1.413441046,2.461585255,-0.794826907,-0.976252411,0.482687049,,0.258333389,0.391812759,-0.183853893,-0.009226795,1.11672536,2.020622644,-0.648976931,1
0.415986083,-0.785268776,0.539356345,3.330681807,-0.596742985,0.310340676,-0.634454797,,1.322105354,0.185938101,-1.227331025,-0.524740767,-0.529204018,-0.845673104,-0.465450938,1.637702231,3.561543272,-1.52909152,0
2.952551989,1.176766318,-2.111035388,4.035773743,2.272675791,0.293178424,-3.620545176,0.695773176,,2.762941139,3.138580914,-1.290004645,2.319630515,-0.014098966,,2.047092001,2.062349837,-11.09691015,0
3.833132547,-1.554165792,-1.005411545,2.069906437,0.923928731,2.042273916,0.418596719,0.213526889,-0.948660185,0.252405957,-1.359026072,0.42357841,2.009376415,-0.062648222,-0.589874327,1.936013713,-2.253387011,-3.077095961,1
0.749424766,-2.86770588,2.738177581,0.970199255,-2.558190323,2.345757062,1.542336482,0.854950365,0.388149484,-0.702386052,-1.821282919,0.675493169,-0.554877168,0.241240248,-1.695270911,0.564953965,0.331287373,7.343462086,0
3.365585086,1.104524957,-3.618468428,1.790531355,3.427531361,-1.223141968,-1.186730081,0.861169009,4.848491919,4.839204466,1.73716631,-2.082718339,2.460439882,0.084505146,-0.62021626,1.241681593,2.891089918,-1.313436893,0
-1.484964775,-0.177340892,-1.403190153,-3.130240669,-2.08401254,0.081280149,2.429660887,-0.681567424,-0.685789115,-0.008144476,1.187494041,2.419678284,-1.138696718,,0.742839536,2.226167766,-2.866550757,3.026984425,0
3.404717447,-0.619980452,-2.096100832,3.220409542,,-0.443589757,-1.197618607,-1.509400966,0.477856148,0.65202248,0.936179726,-0.297458638,1.467189197,0.923508616,1.670446502,1.196030033,-1.813123935,-7.236565151,0
1.616468799,0.766598905,-1.052658279,2.727326627,1.677671475,-0.655019615,-2.107360437,-0.511287023,1.295978095,0.645459244,0.942518264,-0.086070679,1.526946239,-1.050623322,0.13335525,1.351930546,-0.306557556,-4.555322453,0
1.607834479,,-2.810699635,-3.451203817,0.114284496,0.079689445,1.488765508,,-0.984422029,1.539815865,,1.154785962,,0.868772501,1.581836481,2.132056145,1.542611342,9.644466664,1
-1.574111888,1.924033652,-1.19845863,0.343455885,1.11258012,-2.581157054,-0.35657172,-1.831454777,-0.152468591,-0.922403107,-1.345881557,0.299789036,-0.638572608,-1.186336427,-1.629809906,1.717240917,-2.212662693,-0.11298237,0
0.416166035,-2.168190166,0.049968505,-4.857426839,-4.075904927,-2.509989566,0.226439931,0.541291215,-1.353078747,2.373831652,0.263706837,1.835645941,-0.140624752,0.587855888,-0.531916158,1.23571642,3.437112123,-7.578832228,1
-1.03402412,-0.141982999,,-2.478444239,-0.617420905,-1.261808196,2.225891682,-3.336466598,-2.825685227,0.896790667,-0.865742567,0.636823497,-0.504986306,0.619738785,-0.346290141,3.005016472,-1.764289724,4.84018853,1
2.081465884,-3.203980993,,2.124233264,-1.717878542,4.511276377,0.570270677,2.591678714,1.49044943,-0.011561355,1.4626796,-1.222387274,0.387165527,-1.911316892,,0.484186516,1.597469185,11.26057582,0
,-1.530244801,0.376118856,0.96164342,-0.54286867,-0.848816568,0.455508128,-2.709805482,,0.487095622,-0.070586072,0.770706345,-0.544308022,0.092979247,0.100913266,5.396694883,1.439115326,-0.586240758,1
-0.810363857,3.165586338,-2.02365309,1.692055461,4.114806275,-1.851239171,-1.998001549,-1.146354472,2.604067021,2.136439841,-1.238245795,-2.178707173,0.370268974,-0.468496113,0.829093149,0.382170581,-1.781985608,-1.562525352,0
-1.734560962,2.892964247,-3.264071307,,1.194931122,0.358250151,0.036868299,0.888417588,,0.420788847,-0.332078762,0.31540747,0.071758329,-0.758765258,-0.533768206,0.460336627,1.263928749,13.36639206,0
3.278138881,-2.257903855,1.20335567,3.150525453,1.373239966,0.169329497,-0.082026917,-0.680472133,0.131171436,2.04150227,0.619397181,-0.179813983,1.214557115,1.350852331,0.166834424,2.827770523,-0.966824889,1.930478962,0
-1.87497652,1.863711916,-0.77726028,0.112026195,-0.988948239,-0.538646312,-2.055966158,-0.689564149,0.2597508,-1.845277392,-0.845586829,-0.494610343,0.159407101,-0.653679141,-0.054147468,0.668019907,-1.754397552,0.505644274,0
4.0359305,-2.553031576,,3.240692654,,0.608256448,1.731396897,-1.298183384,-2.611730694,0.744139569,-1.083330593,-0.111367521,1.612169344,-0.806376929,-1.111067885,2.115424033,2.732986413,0.103285366,1
-0.364278917,-1.703953337,1.938754767,2.071828854,-1.640940132,0.41505263,0.024472647,-2.884638636,-1.805380098,-1.019717584,0.365530817,-3.507328282,-0.972953068,0.07569494,-0.136400027,2.322254683,-1.828711214,5.338750816,0
-1.858383617,-0.600463178,1.193563922,-0.17399994,-1.498409301,3.920777884,1.8452708,0.643666259,2.261985499,0.218679683,0.367449857,-1.107704834,-1.663126204,0.685589746,-0.172391436,2.600934461,-1.608695555,0.190153246,0
-0.625731205,-0.902361302,1.151223249,-2.099429532,-0.768085199,2.108081087,1.374864725,1.809116943,0.672080019,1.330668935,-0.760414763,0.047120822,-0.367383072,-0.141648586,-0.198096678,4.855641181,-1.95586349,-3.023201084,0
-0.160175771,0.765110932,-1.199116405,-2.717299475,0.100075697,0.94170172,-0.608036958,1.52648856,-0.242719945,1.269953186,-0.706557458,0.167741506,-0.079472717,1.166370546,0.038111348,0.776243353,-2.000486786,2.135712935,0
,1.881512193,-3.060051999,-2.799795573,-0.300277315,1.36940645,-1.255702653,1.593903239,0.777805492,0.866768546,0.498074906,-1.729815254,1.046046543,0.530975662,0.090808249,2.04432494,2.849758417,10.23721797,1
0.065569057,2.40971552,-2.120227774,0.591361416,0.723108817,-0.578207889,-3.463754863,0.394499315,1.118624957,-0.301485495,-2.172126512,2.158274114,0.917912247,-2.17821132,-0.518754215,0.373863277,,2.437243958,0
-1.82787785,1.118416713,0.21053479,-5.191133752,-1.315041995,0.114346633,-1.804779062,2.984274269,-0.800309373,0.853222276,-2.111195662,-1.679114727,-0.172185403,-0.529466964,1.527257681,1.030931242,2.497903295,-9.140829813,0
0.923562312,-1.812482755,-0.195578306,0.134961438,-0.317489311,0.012875785,2.65607855,-1.990897317,-1.517606487,0.686757898,-0.927666332,,0.032823672,-0.561842099,-1.403376755,2.670054383,3.15111476,0.058260256,1
-1.360520823,1.703981672,-1.332737308,-5.147300902,-0.819357676,-0.60286906,-2.170654006,2.206036111,-1.040379604,1.172337415,-0.320170728,0.648949851,-0.175818472,0.479360953,-0.86516413,0.940897808,-2.550955547,0.428121354,0
2.025002161,-1.243457756,0.509932776,0.566662628,1.37628331,-1.881737149,2.443011566,0.826312129,-0.47716169,-0.361686878,0.616361348,-1.043209158,0.561799282,-2.624817056,3.335956349,1.674522297,-1.998777173,0.780121271,0
-1.548920696,0.888356689,-1.184593462,-2.585035183,0.17544798,0.994630918,1.605413025,0.539225964,,0.848847098,2.363034325,3.315559607,-0.676282105,2.549009709,-1.245589626,1.450683289,2.285251708,1.778163552,1
-0.581889238,-0.65810735,-0.032392611,0.107589412,-0.788971316,-0.978090235,1.181999867,-1.885419099,0.181663135,0.738228501,1.436489435,-2.028546297,-0.483881475,0.531026095,-1.62450561,1.83305187,-1.214449303,0.058631613,1
1.943915641,,-0.36153474,-3.95955013,-3.837671882,-2.573027472,-1.526037161,-0.113416531,-4.563574024,0.552496323,-0.239907795,1.534477512,0.306836984,0.148876804,0.881372094,3.988492614,-2.089701155,-3.958616826,0
0.342168573,-1.958238311,0.585394701,-2.169343176,-2.806342593,0.502633951,1.26219735,0.474120761,-0.927697977,0.447017558,-0.028524312,1.681048172,-0.756137603,1.181567716,-2.492543825,0.219628672,-3.530672268,-2.788626356,0
-1.098981417,0.725966417,,2.514529834,0.33608619,-0.553089842,-1.281253952,-2.625092309,0.420867023,-0.397842051,-1.503794047,-1.327116376,-0.418691706,2.343654053,-0.282328692,1.453669612,0.662934186,-1.119951813,0
0.047348599,-1.34062568,-0.004870301,-0.573010095,-2.126342376,-3.40292154,0.431030903,-2.458547384,-0.998132885,0.712834796,0.122230296,2.62643754,,0.870746645,2.57498991,2.765184892,2.546842991,0.12624684,1
-1.518682034,0.634914665,0.316900973,-1.944502555,,0.009854633,-2.494863704,-0.088739449,0.066814117,2.023865334,-0.282987958,-0.330083726,-1.295863583,0.948813096,-1.853923107,1.397583066,-3.942341138,-1.08974582,0
-0.552226119,-0.464146967,0.078145743,-2.047341836,-1.311805145,1.425390231,1.18785625,1.331916835,0.362419209,0.297768773,0.484077841,0.399648533,-0.379544023,,-2.378357383,0.281566785,-1.050058279,-1.474670777,0
1.624153461,-1.141719092,-3.326114524,-4.300227385,-3.15629497,-4.085363055,0.84024258,-1.730271064,-4.242951227,0.075585822,-1.240846415,0.34857931,0.223888073,-0.141525753,-1.799017442,1.416471545,3.395282548,13.59333775,0
-0.830219103,0.074312443,0.875893609,0.835836615,1.476071026,-2.67602092,0.675181298,-2.25756102,-1.127094484,0.206244841,0.779019771,-0.361755735,-0.814406205,-0.475795444,1.078031482,0.860736123,1.828983802,1.434477117,0
,-2.993640418,1.743573354,6.747038899,2.076038884,0.969598884,-1.319329563,-1.583012954,1.915798876,3.167547099,2.29910837,1.339454892,1.210700027,-0.826111992,1.349732064,0.466734334,1.197358535,0.345265767,1
-0.924794097,,-0.797279117,-2.017865313,-1.371285406,-3.211225087,-0.045339594,-2.445543531,-2.598223577,0.091892431,,1.548279697,-1.114607848,-0.6870141,-0.615106556,2.676498553,,,1
0.504142593,-3.985324204,4.214312655,2.264317702,-3.541444249,-1.182851974,0.473139208,-1.500200176,1.645398233,1.564048563,0.752567583,-3.027357552,-1.698278377,-1.350555964,0.819854885,1.494076216,-1.405709887,16.8028011,1
2.621924525,-1.298873613,-0.518847957,2.154187963,1.770382892,-0.728373428,1.123854242,-0.845176407,1.347764084,2.575166669,1.035215988,2.227812437,0.840898983,-0.075871451,1.668306393,3.262006868,3.147107575,-1.85305913,0
1.087352573,-0.117571363,-0.588173155,0.197720176,0.245999695,2.280011616,-0.562905458,0.941708048,0.221419531,0.518719299,-0.601830708,-3.112485578,1.19136074,-1.684667577,2.144815697,2.29672179,-1.260222556,1.759407389,0
2.893180232,-3.096704598,1.270132211,-0.219406344,-1.633526422,0.81504434,0.262903834,,-1.688085529,1.12925997,0.336138723,1.738583168,0.339462397,0.190916524,-0.295602337,1.824939492,,0.571077266,0
3.202963391,-4.010871071,0.232194274,-0.482390272,-3.803537791,-2.022176267,0.94497104,-2.0148292,-3.48885678,0.264480137,0.018888601,1.908069246,0.370754638,-0.036330608,-2.761766061,0.040023235,3.084885371,-0.810729627,0
2.625354432,-1.164797163,-1.817580166,-1.245539563,0.152319487,0.768740341,2.97753877,1.843236991,-0.032659626,0.238339156,0.146514148,-2.083739574,1.22943821,0.146935298,-0.985054707,1.080270522,-2.426269015,3.157113669,0
1.706617929,-1.710404444,1.09706663,1.840384752,0.657568318,0.303990843,0.518258625,-0.434058511,0.913853866,2.019601665,-1.159514676,-0.859465718,0.379128535,-0.52213157,-0.512165034,0.562892705,2.425617946,1.917435482,0
2.063224181,1.331832287,-2.977902246,-1.145063883,2.369361768,-1.311537608,-0.265344801,2.824809385,3.926367424,3.523502568,0.036765261,-2.110268403,1.747434385,3.07686037,-0.310726556,3.012977498,-1.235689143,6.648085659,0
-0.071977026,0.070386864,0.148606394,-1.306476995,0.714059176,2.316636294,0.18538313,1.657762768,0.579313213,1.520431296,0.746997437,-0.506857855,-0.373619599,1.3601159,-0.225431281,0.51147263,3.956615655,-0.610472009,0
,-1.681637923,0.990031986,-0.133044462,0.024772779,-2.598470446,1.456565222,-1.723787247,-1.153778392,1.545999596,2.326715412,-0.434461712,0.122198188,,1.342673518,0.98166672,,0.54322147,1
5.055947667,-4.422520356,1.240393519,5.012636582,0.461924416,0.088523478,2.130691444,-2.788512027,-1.504680583,0.991925282,1.588906239,1.523388958,1.806719451,0.232868087,1.529314112,1.482380147,-2.633220507,0.216533187,1
2.729068681,-2.760152937,-0.034306348,-1.514335023,-1.89863622,-0.548528701,1.291691689,0.32544005,-2.172789065,0.841242459,3.229773686,2.238555743,0.028582426,-0.608006143,-0.206008385,0.708580023,1.381733015,0.019674027,0
1.490224505,-1.972155953,1.735971917,4.158405556,0.823492298,0.383520694,0.434099431,-1.904646997,,2.210029137,-1.151021344,2.392230859,-0.201936255,-1.014479727,1.318181851,,-1.882868567,3.970265881,1
1.049144289,-0.807113787,0.435577934,3.98506582,1.027123152,1.595226384,-1.348524804,-3.075492783,0.05365099,1.443059005,1.458480955,-0.891902448,0.222697956,-1.340072071,0.42919364,1.696649039,1.978013022,-4.014893575,1
-0.645791812,2.869370775,-5.394842981,-5.24297116,0.627869557,-1.05964944,-1.505877682,-0.403221065,-1.647838662,2.500770894,0.275013009,-0.496599373,0.470911884,0.432216691,0.077407167,0.308389876,-2.147901405,35.05107415,0
-1.592336453,1.270162733,-0.307280209,0.490666502,-0.100778765,-2.010995444,-0.953675959,-2.252039168,-1.928835038,-2.256330186,3.2847044,-3.150188746,-0.295547113,-0.681380235,1.087852989,0.226496969,1.019572222,0.176969067,0
1.09425976,-1.270264277,-0.530257282,-0.031469183,-0.865306981,1.326535033,2.12649334,-0.050162411,-0.589914363,-0.586036496,-1.212447428,-1.57056612,-0.070031515,,0.086702458,0.951335833,-1.328044368,0.284948252,0
1.200270043,-1.319931482,1.087366449,2.742005368,-1.096340877,-3.313552201,-0.105186297,-1.035552642,1.752504347,-0.284144584,-1.109582763,1.85673294,,0.993782215,2.469373413,2.081921059,-0.401438597,0.452058444,0
0.305722321,-0.097131762,-0.367751242,0.957038157,-0.094088113,1.576855509,,-0.760540505,-0.687622814,-0.614613916,-0.899088968,2.788049082,0.501745266,1.373914385,-1.7260934,1.400805072,-2.516993859,-0.947495047,0
4.010911473,-3.638691435,1.485799454,0.658808302,-0.904414969,0.939244629,0.910445672,1.189117491,-1.105832859,1.411699549,-3.185843586,-2.341827969,1.014842519,-0.852386766,-0.618205079,1.068583412,-2.382843413,1.369037126,0
-1.073129121,1.398881538,-0.107984014,,3.299575838,-3.259764114,2.190864617,1.332314841,-1.021991793,0.624033549,-0.638632533,-0.946435666,0.223771021,0.475365611,-0.151822676,1.606424596,2.157143352,-3.375620868,1
-0.997171856,-0.156975628,1.068026024,1.501202671,0.174768779,-1.023280406,0.097939377,-2.147611403,-0.370473052,-0.309328366,-1.138698992,-0.167530363,-0.329323238,0.632454217,0.527343229,0.935886272,2.698452853,1.496122899,0
-0.141870759,-0.036411316,0.338429049,1.226525437,-0.624553656,-1.183247417,-0.426539931,-0.188598343,2.111109189,,0.37559068,0.624290086,-0.268871228,-0.474178175,1.521552585,3.423901879,2.737187557,-0.377861507,1
-0.564029234,1.934717888,-1.917535689,,1.02366255,0.866937348,-3.169420266,1.268454225,-0.869523191,,0.512633964,-1.577286336,0.190604441,-0.771771957,,0.217266065,,6.092006701,0
0.600300937,-1.712525627,,-0.767407414,-2.886522441,-1.932984222,2.481870363,-4.369033967,-3.862489521,-1.324734566,,0.64330988,-0.30138677,1.609520666,-1.706675579,1.757519524,-1.494865115,3.637833872,0
1.316922133,1.006306199,-1.78075469,2.714954863,2.843824815,-1.0255623,-1.043413419,-1.580607273,1.91333445,2.194475535,1.425635757,-0.972910825,1.451166597,0.227495876,1.011016676,2.838125915,-1.360745541,-4.813542365,0
0.495085119,0.02820474,-0.198094515,2.42617345,1.192495724,-0.436405344,-0.935327762,-2.465287875,-0.371675799,0.688394599,-0.865355483,-0.146014088,0.350051087,0.635967751,0.905950519,2.28599653,0.675488512,-3.011435729,0
-0.965858154,2.843154917,-2.389057348,-0.22421761,0.948379118,-1.659339458,-2.35063701,-0.658566226,-0.537752465,-1.444073394,-1.347622007,0.863311646,0.08464813,-0.822076012,-2.330230391,0.532786887,2.517056131,3.10933938,0
-0.054084541,0.494738776,-0.950008173,-2.391731504,0.984585251,1.855160235,2.439250254,2.856761242,0.954541735,0.280738381,0.737878757,,-0.075402547,-1.219284467,-0.00456496,0.780414562,-1.204497015,1.055757302,1
2.196467986,,0.248891538,2.237004478,,-0.927238091,-0.012417817,-1.218156581,0.629590768,2.477159796,-1.980349811,-0.905494603,0.787319442,-0.569449774,-1.908170197,1.912395089,-1.577571196,-1.367588701,0
1.069721869,0.510233394,-2.287645991,-4.190611726,-0.457339668,-1.3125588,-1.955832576,0.850982007,-2.748978017,1.753046861,2.747188149,-0.317297647,0.823226798,-0.124021387,-0.797581317,0.296467735,-2.614748414,6.723829873,0
-0.783663384,2.048548947,-1.705905595,1.184706178,-0.153389197,-0.397563308,-2.726918658,-1.024564204,0.722887863,-1.136583722,1.769160181,-0.279053327,0.940984202,-1.064220007,,2.326632112,1.520515436,-1.09597402,0
-0.397711283,0.805899307,-3.269897986,-4.469039002,-1.000079602,-1.661644631,,-0.730198525,-2.440057054,0.835092533,-0.703763478,-0.786019854,-0.33206343,-0.009844809,0.971117638,1.919379196,2.988345421,13.85077118,0
1.825842935,-0.549229604,-0.49841542,3.656498246,2.554888491,-2.521836347,0.264254621,-3.051741067,0.936255725,2.205889307,-2.569701794,-0.585832913,1.027490692,-1.688505188,0.140196209,1.960279286,2.076022308,-4.781680681,0
-0.694606618,0.666132522,0.37780077,-0.302534757,2.459198722,-0.021893254,-0.773350942,-1.266488517,-1.548951293,1.895901272,2.180808561,2.997564907,0.29642297,-1.120047422,,,-1.959786856,0.118723806,1
-1.127635147,4.762291985,-4.428735257,1.5951346,4.843933051,-3.136420873,-1.784565118,-2.222150634,1.964903405,0.769709432,-0.171809768,0.889655006,1.909770629,0.670911248,1.056079156,1.915068132,2.331003362,2.21883811,0
2.967984284,-3.440078441,-0.451999878,0.197755168,-3.236750724,-1.441862292,1.274859446,-2.566096159,-3.449941247,-0.382256103,1.856724468,-0.651864572,0.283439967,0.60379052,-1.720566989,1.779310982,2.193960145,0.270861888,0
,2.360168617,-2.699294654,-5.456680839,5.109735171,-4.192532872,4.428467038,1.195601847,-2.360962245,1.30808135,-2.241641488,,0.519198804,-0.391876765,0.396136549,2.571585601,-1.717753841,9.745988683,1
3.028146693,-0.521711945,-0.600019356,4.671436173,2.088911964,-2.936461541,1.290307063,-1.480097137,-0.553347495,-2.77695242,-0.749062534,-0.480875082,1.779131345,,-0.976812803,0.512625417,2.904393679,-9.21107878,1
1.306203489,-2.896745437,1.632238094,2.025588218,-0.070612524,-1.823524665,3.120227798,-3.072121976,-1.856960103,0.203332803,0.00786555,1.991624348,-0.316331562,-1.027403552,-0.438812499,0.11720252,-1.527127575,3.247067377,0
